cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id,question_id,createddate,timestamp
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-10,2016-10-13,NBC News/Wall Street Journal,A-,905,lv,0.5251479,48,37,7,47.88134,41.03127,4.083302,46868,73321,10/16/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,2016-10-30,2016-11-06,SurveyMonkey,C-,315,lv,0.52352,88,7,2,86.70544,6.406481,-0.3226397,48534,76078,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-30,2016-11-03,IBD/TIPP,A-,898,lv,0.5216729,44.4,43.9,3.7,46.41406,43.79416,2.837214,48266,75630,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,2016-10-30,2016-11-06,SurveyMonkey,C-,447,lv,0.520901,60,27,6,58.69109,26.39848,3.677361,48574,76118,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-10-04,2016-11-06,YouGov,B,656,lv,0.5195546,42.5,40.9,6.2,43.34121,43.29047,5.911561,48747,76328,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-10-23,2016-11-06,Ipsos,A-,196,lv,0.5174283,44.42,41.81,NA,42.77243,40.53161,NA,48658,76374,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New York,2016-09-21,2016-09-23,Marist College,A,676,lv,0.5144964,52,31,7,52.87294,34.22489,2.432178,46157,72159,9/26/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,2016-10-30,2016-11-06,SurveyMonkey,C-,396,lv,0.5104238,49,36,7,47.70524,35.40637,4.677361,48568,76112,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,2016-10-30,2016-11-06,SurveyMonkey,C-,435,lv,0.5068761,31,53,12,29.66754,52.38535,9.677361,48570,76114,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,2016-10-23,2016-11-06,Ipsos,A-,184,lv,0.5036073,35.93,53.09,NA,35.95055,53.33839,NA,48709,76290,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,2016-11-01,2016-11-07,Google Consumer Surveys,B,149,lv,0.5033961,41.91,30.38,6.79,47.22361,35.90348,6.505792,48801,76390,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,2016-10-30,2016-11-06,SurveyMonkey,C-,443,lv,0.5026994,27,57,8,25.66259,56.3826,5.677361,48577,76121,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-10-23,2016-10-25,Emerson College,B,600,lv,0.5003066,46,43,6,46.1059,43.23317,5.197937,47652,74625,10/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Utah,2016-10-23,2016-10-24,Rasmussen Reports/Pulse Opinion Research,C+,750,lv,0.500289,28,32,4,28.55651,34.03584,3.249992,47525,74319,10/26/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,2016-10-30,2016-11-06,SurveyMonkey,C-,382,lv,0.4994775,31,47,13,29.67449,46.38923,10.67736,48527,76071,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,2016-10-23,2016-11-06,Ipsos,A-,180,lv,0.4968391,34.22,58.04,NA,33.37355,57.49782,NA,48716,76297,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Montana,2016-10-30,2016-11-06,SurveyMonkey,C-,410,lv,0.4940715,31,53,10,29.67213,52.38791,7.677361,48555,76099,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,2016-10-06,2016-10-13,"Davis, Hibbitts & Midghall, Inc.",B,600,lv,0.4939011,43,36,7,45.24899,41.16027,4.63537,47015,73515,10/18/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,2016-09-29,2016-10-02,Monmouth University,A+,400,lv,0.4936206,49,38,7,49.30967,40.78545,4.845498,46331,72456,10/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,2016-10-04,2016-11-06,YouGov,B,506,lv,0.4929122,32.3,44.9,6.5,33.14527,47.34476,6.211562,48746,76327,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,2016-09-25,2016-09-26,Emerson College,B,700,lv,0.4912899,29.3,55.7,7.3,31.15957,56.7193,4.268248,46229,72288,9/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-2,2016-10-02,2016-10-03,"Normington, Petts & Associates",C+,400,lv,0.4911504,44,40,NA,41.57277,40.56969,NA,46517,72726,10/5/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,2016-10-30,2016-11-06,SurveyMonkey,C-,768,lv,0.4877517,40,36,16,38.6647,35.38377,13.67736,48560,76104,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,2016-10-30,2016-11-06,SurveyMonkey,C-,288,lv,0.4867085,29,57,10,27.68111,56.39292,7.677361,48563,76107,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,2016-09-29,2016-10-01,Hoffman Research Group,B-,605,lv,0.4854114,45,33,8,46.51082,36.79056,4.87238,46440,72580,10/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Washington,2016-09-29,2016-10-03,Strategies 360,B,500,lv,0.4851528,47,31,10,48.78451,34.90513,6.631608,46541,72772,10/6/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,2016-10-04,2016-11-06,YouGov,B,472,lv,0.4819233,25.7,54,5.1,26.5461,56.45588,4.811562,48767,76348,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,2016-10-23,2016-10-25,Remington,NA,2559,lv,0.4811194,39,50,4,38.93812,50.3623,4.223038,47615,74518,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-10-30,2016-11-06,SurveyMonkey,C-,672,lv,0.4801338,49,38,8,47.69939,37.40311,5.677361,48558,76102,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,2016-09-30,2016-10-03,Monmouth University,A+,402,lv,0.4790437,50,40,5,50.054,42.48673,2.934037,46450,72612,10/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,2016-11-01,2016-11-07,Google Consumer Surveys,B,137,lv,0.4776505,25.29,51.55,3.36,30.61045,57.07666,3.075792,48843,76432,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,2016-10-30,2016-11-06,SurveyMonkey,C-,557,lv,0.4772019,29,47,7,27.666,46.3845,4.677361,48539,76083,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-11-02,2016-11-05,IBD/TIPP,A-,903,lv,0.4746519,43,44,5,44.89821,43.61472,4.316216,48475,75965,11/6/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-11-02,2016-11-05,University of New Hampshire,B+,645,lv,0.4734905,47,41,6,46.8129,42.25803,6.453738,48506,76012,11/6/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,2016-10-04,2016-11-06,YouGov,B,508,lv,0.4718574,41.7,34.6,11.4,42.54776,37.07821,11.11156,48750,76331,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,2016-09-28,2016-09-30,MBQF,C+,718,lv,0.471107,42,42,5,42.4395,45.0374,3.035051,46538,72765,10/6/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,2016-10-30,2016-11-06,SurveyMonkey,C-,676,lv,0.4708798,41,50,4,39.61924,49.35843,1.677361,48553,76097,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maine,2016-10-04,2016-11-06,YouGov,B,437,lv,0.4694486,38.7,34,8.5,39.56763,36.74421,8.211561,48738,76319,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Montana,2016-10-03,2016-10-10,Montana State University Billings,B+,590,a,0.4686855,27,43,7,30.28434,48.66671,5.17971,47466,74253,10/25/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,2016-10-28,2016-11-02,Ipsos,A-,153,lv,0.4668787,26.18,49.74,NA,24.61573,48.29412,NA,48245,75546,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,2016-09-27,2016-10-02,Anzalone Liszt Grove Research,C,800,lv,0.466702,44,42,8,44.3691,45.61115,4.891461,46519,72728,10/5/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-22,2016-09-25,Monmouth University,A+,729,lv,0.4666165,46,42,8,46.91565,44.37389,5.463993,46054,72039,9/26/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Washington,2016-09-25,2016-09-27,Emerson College,B,700,lv,0.465501,44.2,38.4,7.1,46.17961,39.6095,4.068248,46233,72292,9/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,2016-10-04,2016-11-06,YouGov,B,416,lv,0.4613193,25.3,44.8,6.5,26.14879,47.29198,6.211562,48731,76312,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,2016-09-23,2016-09-23,Gravis Marketing,B-,906,lv,0.4595811,43,43,4,43.76096,43.35049,2.01118,46156,72154,9/26/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,2016-11-01,2016-11-07,Google Consumer Surveys,B,129,lv,0.4595524,35.48,36.34,6.67,40.80407,41.86834,6.385792,48834,76423,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,2016-09-18,2016-09-20,Fox News/Anderson Robbins Research/Shaw & Company Research,A,737,lv,0.4591047,37,42,6,40.31923,44.94363,2.526235,45931,71793,9/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,2016-09-18,2016-09-20,Fox News/Anderson Robbins Research/Shaw & Company Research,A,734,lv,0.4575909,40,45,6,43.1473,47.72552,2.526235,45930,71789,9/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-30,2016-11-02,ABC News/Washington Post,A+,1151,lv,0.456715,47,44,3,45.39959,43.04363,3.456292,48268,75634,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-10-04,2016-11-06,YouGov,B,430,lv,0.4564132,43,34.4,5.9,43.87514,37.24493,5.611562,48748,76329,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,2016-10-30,2016-11-06,SurveyMonkey,C-,202,lv,0.4557529,22,58,10,20.66695,57.38503,7.677361,48580,76124,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-09-29,2016-10-02,Greenberg Quinlan Rosner (Democracy Corps),B-,500,lv,0.45456,46,38,7,46.55315,42.15598,3.01843,46746,73063,10/11/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Utah,2016-10-17,2016-10-19,Emerson College,B,700,lv,0.4483269,24,27,5,24.05813,27.7106,3.344441,47082,73678,10/19/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,2016-10-23,2016-11-06,Ipsos,A-,158,lv,0.4481321,40.94,38.34,NA,37.03153,34.73954,NA,48789,76375,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,2016-11-01,2016-11-07,Google Consumer Surveys,B,122,lv,0.4430574,22.36,47.26,2.39,27.69401,52.79295,2.105792,48821,76410,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-09-18,2016-09-20,Fox News/Anderson Robbins Research/Shaw & Company Research,A,704,lv,0.4423229,40,43,8,43.32835,45.9552,4.526235,45929,71785,9/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maine,2016-10-30,2016-11-06,SurveyMonkey,C-,674,lv,0.4360377,47,39,7,45.68986,38.3978,4.677361,48548,76092,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-09-25,2016-09-27,GBA Strategies,B,600,lv,0.4321966,43,37,11,44.83478,40.73279,7.094086,46298,72376,9/29/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,2016-09-28,2016-10-02,Middle Tennessee State University,B-,472,lv,0.4311039,38,50,5,38.35871,52.02925,2.500907,46451,72614,10/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,2016-09-16,2016-09-28,University of Delaware,NA,762,lv,0.4308135,51,30,7,51.76935,32.83268,4.168295,46335,72463,10/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-09-27,2016-09-29,Suffolk University,B+,500,lv,0.4303016,44.2,38.2,6.6,45.86932,41.35187,4.894629,46305,72389,9/30/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,2016-10-12,2016-10-14,Google Consumer Surveys,B,816,a,0.4278793,28.4,31.8,5.7,35.1221,43.65698,3.197833,47047,73577,10/18/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Utah,2016-10-09,2016-10-09,Google Consumer Surveys,B,500,a,0.4277046,22.8,22.6,8.8,29.73673,34.48423,5.854334,46948,73436,10/17/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,2016-11-01,2016-11-07,Google Consumer Surveys,B,113,lv,0.4208839,25.04,47.09,8.8,30.36364,52.61814,8.515792,48845,76434,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-10-25,2016-10-25,Gravis Marketing,B-,875,rv,0.4200583,46,46,3,45.98796,47.0942,2.75558,47655,74630,10/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,2016-10-23,2016-11-06,Ipsos,A-,138,lv,0.4181608,52.03,36.42,NA,51.107,35.78482,NA,48780,76365,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Florida,2016-10-27,2016-10-31,Trafalgar Group,C,1150,lv,0.4180837,44.82,48.68,2.17,44.73469,46.70103,2.788683,48075,75205,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-29,2016-11-01,ABC News/Washington Post,A+,1167,lv,0.4145471,47,45,3,45.4049,44.19081,3.354964,48181,75451,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Florida,2016-11-01,2016-11-02,Opinion Savvy/InsiderAdvantage,C-,603,lv,0.411259,49.3,45,2.6,48.55114,44.51589,2.334642,48188,75462,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,2016-10-30,2016-11-06,SurveyMonkey,C-,798,lv,0.409481,34,55,6,32.64951,54.37531,3.677361,48529,76073,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Montana,2016-10-04,2016-11-06,YouGov,B,307,lv,0.4089918,31.7,44.1,6.7,32.55363,46.65676,6.411561,48745,76326,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-11-01,2016-11-07,Google Consumer Surveys,B,109,lv,0.408655,45.98,31.22,6.61,51.32739,36.75917,6.325792,48823,76412,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maine,2016-11-01,2016-11-07,Google Consumer Surveys,B,108,lv,0.4080674,52.03,21.28,8,57.37042,26.81593,7.715792,48814,76403,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,2016-10-30,2016-11-06,SurveyMonkey,C-,873,lv,0.4079671,34,52,8,32.66153,51.38201,5.677361,48556,76100,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-28,2016-10-02,Fairleigh Dickinson University (PublicMind),A,385,lv,0.4077278,45,36,11,46.06268,38.99555,7.472933,46511,72710,10/5/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-15,2016-10-17,Fox News/Anderson Robbins Research/Shaw & Company Research,A,912,lv,0.4073961,45,39,5,46.23147,42.02316,3.093014,47054,73625,10/18/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,2016-10-30,2016-11-06,SurveyMonkey,C-,840,lv,0.4004375,38,52,4,36.63036,51.36463,1.677361,48547,76091,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,2016-09-09,2016-09-12,Selzer & Company,A+,802,lv,0.4001255,39,44,10,41.68402,46.8274,6.290682,45737,71415,9/14/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Hawaii,2016-10-04,2016-11-06,YouGov,B,289,lv,0.3982536,50.3,27.9,4.1,51.16296,30.58176,3.811562,48730,76311,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,2016-10-04,2016-11-06,YouGov,B,287,lv,0.3970147,47,29.2,5.2,47.87976,32.1068,4.911561,48758,76339,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,2016-09-28,2016-10-02,Ivan Moore Research,C,660,rv,0.3943503,30.6,36.1,17.9,33.88858,40.94755,12.79869,46565,72834,10/20/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-10-07,2016-10-09,Public Policy Polling,B+,600,lv,0.3905903,48,37,NA,45.37965,37.41968,NA,46774,73144,10/12/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,2016-10-10,2016-10-12,Emerson College,B,600,lv,0.3881145,46,42,5,46.36068,42.9659,2.933206,46792,73171,10/13/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-10-30,2016-11-06,SurveyMonkey,C-,1124,lv,0.3843222,44,43,10,42.6564,42.37915,7.677361,48557,76101,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,2016-10-04,2016-11-06,YouGov,B,260,lv,0.3793085,50.7,31.6,4.8,51.53873,33.95722,4.511562,48726,76307,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,2016-10-30,2016-11-06,SurveyMonkey,C-,971,lv,0.3786056,36,54,6,34.62504,53.36167,3.677361,48526,76070,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,2016-10-30,2016-11-06,SurveyMonkey,C-,1218,lv,0.3769009,46,37,10,44.66669,36.38488,7.677361,48552,76096,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,2016-11-01,2016-11-07,Google Consumer Surveys,B,97,lv,0.3766775,23.23,47.41,9.43,28.55916,52.9407,9.145792,48793,76382,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-28,2016-10-31,ABC News/Washington Post,A+,1182,lv,0.3763722,46,46,3,44.40672,45.38988,3.22218,48072,75201,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,2016-11-01,2016-11-07,Google Consumer Surveys,B,95,lv,0.3729452,52.12,18.86,2.54,57.46132,24.39635,2.255792,48840,76429,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,California,2016-10-04,2016-10-14,YouGov,B,1250,lv,0.3728231,54,30,4,55.35651,33.30676,2.721781,48016,75106,11/1/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-11-01,2016-11-04,University of New Hampshire,B+,588,lv,0.3727694,47,40,6,46.88702,41.31821,6.438669,48505,76011,11/6/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-12,2016-10-16,CBS News/New York Times,A-,778,lv,0.3696615,47,38,8,47.32188,41.08916,5.20878,46954,73443,10/17/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,2016-10-04,2016-11-06,YouGov,B,246,lv,0.3693438,31.3,49.6,6.2,32.15001,52.10823,5.911561,48760,76341,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,2016-10-30,2016-11-06,SurveyMonkey,C-,1056,lv,0.368951,60,29,6,58.64713,28.37398,3.677361,48549,76093,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,2016-09-15,2016-09-20,YouGov,B,700,lv,0.3683354,47,34,9,50.55276,37.61334,6.582889,46158,72166,9/26/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Montana,2016-10-23,2016-11-06,Ipsos,A-,115,lv,0.3681852,34.75,53.66,NA,32.20245,51.43355,NA,48787,76372,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-30,2016-11-03,Ipsos,A-,2021,lv,0.3670891,43.2,38.3,5.9,43.34223,38.39563,6.565732,48359,75827,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,2016-10-30,2016-11-06,SurveyMonkey,C-,1116,lv,0.3637067,32,56,10,30.64576,55.37321,7.677361,48565,76109,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-11-01,2016-11-04,IBD/TIPP,A-,804,lv,0.3633807,44.2,43.7,4.8,46.16068,43.36544,4.101147,48413,75883,11/5/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,2016-10-04,2016-10-09,"Susquehanna Polling & Research, Inc.",B-,764,lv,0.3629804,44,40,4,45.21432,43.39968,2.145739,46737,73041,10/10/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,2016-10-28,2016-11-02,Ipsos,A-,106,lv,0.3617065,48.27,23.4,NA,47.44836,22.7059,NA,48255,75556,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,2016-10-29,2016-10-30,Data Orbital,NA,550,lv,0.3611718,41,45,3,41.80068,45.49456,3.058455,47994,75053,11/1/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-1,2016-10-14,2016-10-15,Maine People's Resource Center,C,469,lv,0.3578389,45.5,35.5,7.9,47.00767,39.32568,5.432866,47161,73803,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,2016-10-30,2016-11-06,SurveyMonkey,C-,1155,lv,0.3577016,35,53,6,33.65041,52.3758,3.677361,48546,76090,11/7/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,2016-09-27,2016-09-29,"Research & Polling, Inc.",A,501,lv,0.3575099,35,31,24,37.93401,34.56285,19.36413,46318,72433,10/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Florida,2016-09-27,2016-10-04,University of North Florida,B+,686,lv,0.3567296,41,38,6,43.69821,42.86513,2.65843,46526,72741,10/6/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Utah,2016-10-30,2016-11-06,SurveyMonkey,C-,1428,lv,0.3561296,31,34,6,29.66113,33.37543,3.669369,48573,76117,11/7/16,09:35:33  8 Nov 2016
